dim,hidden_mult,activation,dtype,fp8,class,device,measurement,value
128,2,relu2,float32,False,MLP,cuda,Forward Time (ms),0.2560895919799805
128,2,relu2,float32,False,MLP,cuda,Backward Time (ms),0.5856512069702148
128,2,relu2,float32,False,MLP,cuda,Forward Peak Memory (GB),0.019923456
128,2,relu2,float32,False,MLP,cuda,Backward Peak Memory (GB),0.021103616
128,2,relu2,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.31088640689849856
128,2,relu2,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.3896320104598999
128,2,relu2,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.019137024
128,2,relu2,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.019268608
128,2,relu2,float16,False,MLP,cuda,Forward Time (ms),0.30996479988098147
128,2,relu2,float16,False,MLP,cuda,Backward Time (ms),0.47667198181152337
128,2,relu2,float16,False,MLP,cuda,Forward Peak Memory (GB),0.018612736
128,2,relu2,float16,False,MLP,cuda,Backward Peak Memory (GB),0.019268608
128,2,relu2,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.36863999366760253
128,2,relu2,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.4242432117462159
128,2,relu2,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.018285056
128,2,relu2,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.018351104
128,2,relu2,bfloat16,False,MLP,cuda,Forward Time (ms),0.3216383934020996
128,2,relu2,bfloat16,False,MLP,cuda,Backward Time (ms),0.5983232498168944
128,2,relu2,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.018612736
128,2,relu2,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.019268608
128,2,relu2,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.2837503910064697
128,2,relu2,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.3716991901397705
128,2,relu2,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.018285056
128,2,relu2,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.018351104
128,2,silu,float32,False,MLP,cuda,Forward Time (ms),0.13434879779815673
128,2,silu,float32,False,MLP,cuda,Backward Time (ms),0.38840639591217047
128,2,silu,float32,False,MLP,cuda,Forward Peak Memory (GB),0.019137024
128,2,silu,float32,False,MLP,cuda,Backward Peak Memory (GB),0.019792896
128,2,silu,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.31252479553222656
128,2,silu,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.40867838859558103
128,2,silu,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.019137024
128,2,silu,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.019268608
128,2,silu,float16,False,MLP,cuda,Forward Time (ms),0.2522111892700195
128,2,silu,float16,False,MLP,cuda,Backward Time (ms),0.46397442817687995
128,2,silu,float16,False,MLP,cuda,Forward Peak Memory (GB),0.018285056
128,2,silu,float16,False,MLP,cuda,Backward Peak Memory (GB),0.018613248
128,2,silu,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.28815360069274903
128,2,silu,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.5025887966156006
128,2,silu,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.018285056
128,2,silu,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.018351104
128,2,silu,bfloat16,False,MLP,cuda,Forward Time (ms),0.25589759349823
128,2,silu,bfloat16,False,MLP,cuda,Backward Time (ms),0.4761503934860229
128,2,silu,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.018285056
128,2,silu,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.018613248
128,2,silu,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.37406721115112307
128,2,silu,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.4105216026306152
128,2,silu,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.018285056
128,2,silu,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.018351104
128,4,relu,float32,False,MLP,cuda,Forward Time (ms),0.2008064031600952
128,4,relu,float32,False,MLP,cuda,Backward Time (ms),0.4321279764175415
128,4,relu,float32,False,MLP,cuda,Forward Peak Memory (GB),0.0201856
128,4,relu,float32,False,MLP,cuda,Backward Peak Memory (GB),0.021496832
128,4,relu,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.30207679271697996
128,4,relu,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.388099217414856
128,4,relu,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.019399168
128,4,relu,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.0207104
128,4,relu,float16,False,MLP,cuda,Forward Time (ms),0.263372802734375
128,4,relu,float16,False,MLP,cuda,Backward Time (ms),0.47697920799255367
128,4,relu,float16,False,MLP,cuda,Forward Peak Memory (GB),0.01887488
128,4,relu,float16,False,MLP,cuda,Backward Peak Memory (GB),0.019661824
128,4,relu,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.3570847988128662
128,4,relu,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.4522847652435303
128,4,relu,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.018612736
128,4,relu,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.019268608
128,4,relu,bfloat16,False,MLP,cuda,Forward Time (ms),0.24841599464416503
128,4,relu,bfloat16,False,MLP,cuda,Backward Time (ms),0.409606409072876
128,4,relu,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.01887488
128,4,relu,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.019661824
128,4,relu,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.19271680116653442
128,4,relu,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.6071296095848083
128,4,relu,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.018612736
128,4,relu,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.019268608
128,4,relu2,float32,False,MLP,cuda,Forward Time (ms),0.2699264049530029
128,4,relu2,float32,False,MLP,cuda,Backward Time (ms),0.46366720199584965
128,4,relu2,float32,False,MLP,cuda,Forward Peak Memory (GB),0.022282752
128,4,relu2,float32,False,MLP,cuda,Backward Peak Memory (GB),0.02464256
128,4,relu2,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.3129215955734253
128,4,relu2,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.3837055921554566
128,4,relu2,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.020447744
128,4,relu2,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.0207104
128,4,relu2,float16,False,MLP,cuda,Forward Time (ms),0.3231744050979614
128,4,relu2,float16,False,MLP,cuda,Backward Time (ms),0.5976063489913941
128,4,relu2,float16,False,MLP,cuda,Forward Peak Memory (GB),0.019923456
128,4,relu2,float16,False,MLP,cuda,Backward Peak Memory (GB),0.021234688
128,4,relu2,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.2982912063598633
128,4,relu2,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.5020480155944824
128,4,relu2,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.019137024
128,4,relu2,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.019268608
128,4,relu2,bfloat16,False,MLP,cuda,Forward Time (ms),0.3206144094467163
128,4,relu2,bfloat16,False,MLP,cuda,Backward Time (ms),0.6002687692642212
128,4,relu2,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.019923456
128,4,relu2,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.021234688
128,4,relu2,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.3708928108215332
128,4,relu2,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.4164608001708984
128,4,relu2,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.019137024
128,4,relu2,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.019268608
128,4,silu,float32,False,MLP,cuda,Forward Time (ms),0.19279999732971193
128,4,silu,float32,False,MLP,cuda,Backward Time (ms),0.4366528034210205
128,4,silu,float32,False,MLP,cuda,Forward Peak Memory (GB),0.020447744
128,4,silu,float32,False,MLP,cuda,Backward Peak Memory (GB),0.021758976
128,4,silu,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.18114559650421141
128,4,silu,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.30556161403656007
128,4,silu,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.020447744
128,4,silu,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.0207104
128,4,silu,float16,False,MLP,cuda,Forward Time (ms),0.1358847975730896
128,4,silu,float16,False,MLP,cuda,Backward Time (ms),0.30177279710769656
128,4,silu,float16,False,MLP,cuda,Forward Peak Memory (GB),0.019137024
128,4,silu,float16,False,MLP,cuda,Backward Peak Memory (GB),0.019792896
128,4,silu,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.27002880573272703
128,4,silu,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.39802877902984624
128,4,silu,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.019137024
128,4,silu,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.019268608
128,4,silu,bfloat16,False,MLP,cuda,Forward Time (ms),0.1776543974876404
128,4,silu,bfloat16,False,MLP,cuda,Backward Time (ms),0.4264032006263733
128,4,silu,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.019137024
128,4,silu,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.019792896
128,4,silu,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.37242879867553713
128,4,silu,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.41287679672241206
128,4,silu,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.019137024
128,4,silu,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.019268608
128,8,relu,float32,False,MLP,cuda,Forward Time (ms),0.20828158855438234
128,8,relu,float32,False,MLP,cuda,Backward Time (ms),0.44298241138458255
128,8,relu,float32,False,MLP,cuda,Forward Peak Memory (GB),0.02280704
128,8,relu,float32,False,MLP,cuda,Backward Peak Memory (GB),0.025428992
128,8,relu,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.30738880634307864
128,8,relu,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.38657600879669185
128,8,relu,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.020972032
128,8,relu,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.023593984
128,8,relu,float16,False,MLP,cuda,Forward Time (ms),0.24627199172973632
128,8,relu,float16,False,MLP,cuda,Backward Time (ms),0.4573184013366699
128,8,relu,float16,False,MLP,cuda,Forward Peak Memory (GB),0.020447744
128,8,relu,float16,False,MLP,cuda,Backward Peak Memory (GB),0.02202112
128,8,relu,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.1861567974090576
128,8,relu,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.45578880310058595
128,8,relu,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.019792384
128,8,relu,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.021234688
128,8,relu,bfloat16,False,MLP,cuda,Forward Time (ms),0.2461695909500122
128,8,relu,bfloat16,False,MLP,cuda,Backward Time (ms),0.37509119510650635
128,8,relu,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.020447744
128,8,relu,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.02202112
128,8,relu,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.29419519901275637
128,8,relu,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.4842496156692505
128,8,relu,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.019792384
128,8,relu,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.021234688
128,8,relu2,float32,False,MLP,cuda,Forward Time (ms),0.25477120876312254
128,8,relu2,float32,False,MLP,cuda,Backward Time (ms),0.4737024068832397
128,8,relu2,float32,False,MLP,cuda,Forward Peak Memory (GB),0.027001344
128,8,relu2,float32,False,MLP,cuda,Backward Peak Memory (GB),0.031720448
128,8,relu2,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.1896448016166687
128,8,relu2,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.4430880188941955
128,8,relu2,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.023069184
128,8,relu2,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.023593984
128,8,relu2,float16,False,MLP,cuda,Forward Time (ms),0.30300159454345704
128,8,relu2,float16,False,MLP,cuda,Backward Time (ms),0.5853183746337891
128,8,relu2,float16,False,MLP,cuda,Forward Peak Memory (GB),0.022544896
128,8,relu2,float16,False,MLP,cuda,Backward Peak Memory (GB),0.025166848
128,8,relu2,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.3695616006851196
128,8,relu2,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.41716802120208746
128,8,relu2,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.02084096
128,8,relu2,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.021234688
128,8,relu2,bfloat16,False,MLP,cuda,Forward Time (ms),0.3137471914291382
128,8,relu2,bfloat16,False,MLP,cuda,Backward Time (ms),0.6368319749832153
128,8,relu2,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.022544896
128,8,relu2,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.025166848
128,8,relu2,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.21352000236511232
128,8,relu2,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.44071359634399415
128,8,relu2,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.02084096
128,8,relu2,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.021234688
128,8,silu,float32,False,MLP,cuda,Forward Time (ms),0.1127392053604126
128,8,silu,float32,False,MLP,cuda,Backward Time (ms),0.3829791784286499
128,8,silu,float32,False,MLP,cuda,Forward Peak Memory (GB),0.023069184
128,8,silu,float32,False,MLP,cuda,Backward Peak Memory (GB),0.025691136
128,8,silu,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.28446719646453855
128,8,silu,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.4498431921005249
128,8,silu,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.023069184
128,8,silu,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.023593984
128,8,silu,float16,False,MLP,cuda,Forward Time (ms),0.2407360076904297
128,8,silu,float16,False,MLP,cuda,Backward Time (ms),0.4701375961303711
128,8,silu,float16,False,MLP,cuda,Forward Peak Memory (GB),0.02084096
128,8,silu,float16,False,MLP,cuda,Backward Peak Memory (GB),0.022152192
128,8,silu,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.2693120002746582
128,8,silu,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.5157887935638428
128,8,silu,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.02084096
128,8,silu,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.021234688
128,8,silu,bfloat16,False,MLP,cuda,Forward Time (ms),0.25118720531463623
128,8,silu,bfloat16,False,MLP,cuda,Backward Time (ms),0.4666367769241333
128,8,silu,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.02084096
128,8,silu,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.022152192
128,8,silu,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.36198720932006834
128,8,silu,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.4156543731689454
128,8,silu,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.02084096
128,8,silu,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.021234688
512,2,relu,float32,False,MLP,cuda,Forward Time (ms),0.20078721046447753
512,2,relu,float32,False,MLP,cuda,Backward Time (ms),0.4396224021911621
512,2,relu,float32,False,MLP,cuda,Forward Peak Memory (GB),0.027525632
512,2,relu,float32,False,MLP,cuda,Backward Peak Memory (GB),0.031720448
512,2,relu,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.17038400173187257
512,2,relu,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.31458880901336667
512,2,relu,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.026477056
512,2,relu,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.030671872
512,2,relu,float16,False,MLP,cuda,Forward Time (ms),0.12965760231018067
512,2,relu,float16,False,MLP,cuda,Backward Time (ms),0.37191357612609866
512,2,relu,float16,False,MLP,cuda,Forward Peak Memory (GB),0.024904192
512,2,relu,float16,False,MLP,cuda,Backward Peak Memory (GB),0.027526144
512,2,relu,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.33281280994415285
512,2,relu,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.4973631620407104
512,2,relu,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.024904192
512,2,relu,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.027526144
512,2,relu,bfloat16,False,MLP,cuda,Forward Time (ms),0.25927679538726806
512,2,relu,bfloat16,False,MLP,cuda,Backward Time (ms),0.5485567808151246
512,2,relu,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.024904192
512,2,relu,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.027526144
512,2,relu,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.3708928108215332
512,2,relu,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.47339515686035155
512,2,relu,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.024904192
512,2,relu,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.027526144
512,2,relu2,float32,False,MLP,cuda,Forward Time (ms),0.24197120666503907
512,2,relu2,float32,False,MLP,cuda,Backward Time (ms),0.7024640083312987
512,2,relu2,float32,False,MLP,cuda,Forward Peak Memory (GB),0.031719936
512,2,relu2,float32,False,MLP,cuda,Backward Peak Memory (GB),0.038011904
512,2,relu2,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.3138592004776001
512,2,relu2,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.39167678356170654
512,2,relu2,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.028574208
512,2,relu2,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.030671872
512,2,relu2,float16,False,MLP,cuda,Forward Time (ms),0.3289247989654541
512,2,relu2,float16,False,MLP,cuda,Backward Time (ms),0.7638847827911376
512,2,relu2,float16,False,MLP,cuda,Forward Peak Memory (GB),0.027001344
512,2,relu2,float16,False,MLP,cuda,Backward Peak Memory (GB),0.030671872
512,2,relu2,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.4068352222442627
512,2,relu2,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.41410555839538576
512,2,relu2,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.025952768
512,2,relu2,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.027526144
512,2,relu2,bfloat16,False,MLP,cuda,Forward Time (ms),0.34191040992736815
512,2,relu2,bfloat16,False,MLP,cuda,Backward Time (ms),0.58788161277771
512,2,relu2,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.027001344
512,2,relu2,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.030671872
512,2,relu2,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.41082239151000977
512,2,relu2,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.3999808311462403
512,2,relu2,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.025952768
512,2,relu2,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.027526144
512,2,silu,float32,False,MLP,cuda,Forward Time (ms),0.19506560564041137
512,2,silu,float32,False,MLP,cuda,Backward Time (ms),0.4859968066215515
512,2,silu,float32,False,MLP,cuda,Forward Peak Memory (GB),0.028574208
512,2,silu,float32,False,MLP,cuda,Backward Peak Memory (GB),0.032769024
512,2,silu,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.21975040435791016
512,2,silu,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.489574384689331
512,2,silu,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.028574208
512,2,silu,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.030671872
512,2,silu,float16,False,MLP,cuda,Forward Time (ms),0.2569216012954712
512,2,silu,float16,False,MLP,cuda,Backward Time (ms),0.5029919862747192
512,2,silu,float16,False,MLP,cuda,Forward Peak Memory (GB),0.025952768
512,2,silu,float16,False,MLP,cuda,Backward Peak Memory (GB),0.028050432
512,2,silu,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.40427517890930176
512,2,silu,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.4490272045135498
512,2,silu,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.025952768
512,2,silu,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.027526144
512,2,silu,bfloat16,False,MLP,cuda,Forward Time (ms),0.2392064094543457
512,2,silu,bfloat16,False,MLP,cuda,Backward Time (ms),0.5377023696899415
512,2,silu,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.025952768
512,2,silu,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.028050432
512,2,silu,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.40355839729309084
512,2,silu,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.4519775867462158
512,2,silu,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.025952768
512,2,silu,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.027526144
512,4,relu,float32,False,MLP,cuda,Forward Time (ms),0.20213758945465088
512,4,relu,float32,False,MLP,cuda,Backward Time (ms),0.5439488172531128
512,4,relu,float32,False,MLP,cuda,Forward Peak Memory (GB),0.03591424
512,4,relu,float32,False,MLP,cuda,Backward Peak Memory (GB),0.04430336
512,4,relu,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.2850816011428833
512,4,relu,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.4735071897506714
512,4,relu,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.032768512
512,4,relu,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.041157632
512,4,relu,float16,False,MLP,cuda,Forward Time (ms),0.25055680274963377
512,4,relu,float16,False,MLP,cuda,Backward Time (ms),0.6108224391937256
512,4,relu,float16,False,MLP,cuda,Forward Peak Memory (GB),0.031195648
512,4,relu,float16,False,MLP,cuda,Backward Peak Memory (GB),0.036963328
512,4,relu,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.33218560218811033
512,4,relu,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.5080064296722412
512,4,relu,float16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.031195648
512,4,relu,float16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.036963328
512,4,relu,bfloat16,False,MLP,cuda,Forward Time (ms),0.24977281093597412
512,4,relu,bfloat16,False,MLP,cuda,Backward Time (ms),0.5136192083358765
512,4,relu,bfloat16,False,MLP,cuda,Forward Peak Memory (GB),0.031195648
512,4,relu,bfloat16,False,MLP,cuda,Backward Peak Memory (GB),0.036963328
512,4,relu,bfloat16,False,PreCompiledMLP,cuda,Forward Time (ms),0.33422720432281494
512,4,relu,bfloat16,False,PreCompiledMLP,cuda,Backward Time (ms),0.49295995235443113
512,4,relu,bfloat16,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.031195648
512,4,relu,bfloat16,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.036963328
512,4,relu2,float32,False,MLP,cuda,Forward Time (ms),0.24453120231628417
512,4,relu2,float32,False,MLP,cuda,Backward Time (ms),0.584499216079712
512,4,relu2,float32,False,MLP,cuda,Forward Peak Memory (GB),0.044302848
512,4,relu2,float32,False,MLP,cuda,Backward Peak Memory (GB),0.056886272
512,4,relu2,float32,False,PreCompiledMLP,cuda,Forward Time (ms),0.30883839130401614
512,4,relu2,float32,False,PreCompiledMLP,cuda,Backward Time (ms),0.45660159587860105
512,4,relu2,float32,False,PreCompiledMLP,cuda,Forward Peak Memory (GB),0.036962816
512,4,relu2,float32,False,PreCompiledMLP,cuda,Backward Peak Memory (GB),0.041157632
512,4,relu2,float16,False,MLP,cuda,Forward Time (ms),0.30382080078125
512,4,relu2,float16,False,MLP,cuda,Backward Time (ms),0.7875583648681641
512,4,relu2,float16,False,MLP,cuda,Forward Peak Memory (GB),0.035389952
512,4,relu2,float16,False,MLP,cuda,Backward Peak Memory (GB),0.043254784
512,4,relu2,float16,False,PreCompiledMLP,cuda,Forward Time (ms),0.3737600088119507
512,4,relu2,float16,False,PreCompiledMLP,cuda,Backward Time (ms),0.471347165107727
